publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,observation_period_id,indigenous_status_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_observation_period,raw_indigenous_status,raw_jurisdiction
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_CUSTODIAL_ORDERS,2021-06-30,TOTAL,NT,defendant-count,person,7,observed,7,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R54C21,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Custodial orders,2020–21,Total,Northern Territory
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_CUSTODIAL_ORDERS,2021-06-30,TOTAL,QLD,defendant-count,person,69,observed,69,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R54C9,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Custodial orders,2020–21,Total,Queensland
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_CUSTODIAL_ORDERS,2021-06-30,TOTAL,SA,defendant-count,person,6,observed,6,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R54C13,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Custodial orders,2020–21,Total,South Australia
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,INDIGENOUS,NSW,defendant-count,person,199,observed,199,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C2,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Aboriginal and Torres Strait Islander,New South Wales
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,INDIGENOUS,NT,defendant-count,person,36,observed,36,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C18,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Aboriginal and Torres Strait Islander,Northern Territory
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,INDIGENOUS,QLD,defendant-count,person,1019,observed,1019,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C6,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Aboriginal and Torres Strait Islander,Queensland
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,INDIGENOUS,SA,defendant-count,person,18,observed,18,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C10,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Aboriginal and Torres Strait Islander,South Australia
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,NON_INDIGENOUS,NSW,defendant-count,person,290,observed,290,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C3,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Non-Indigenous,New South Wales
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,NON_INDIGENOUS,NT,defendant-count,person,0,observed,0,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C19,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Non-Indigenous,Northern Territory
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,NON_INDIGENOUS,QLD,defendant-count,person,729,observed,729,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C7,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Non-Indigenous,Queensland
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,NON_INDIGENOUS,SA,defendant-count,person,12,observed,12,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C11,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Non-Indigenous,South Australia
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,NOT_STATED,NSW,defendant-count,person,28,observed,28,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C4,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Not stated,New South Wales
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,NOT_STATED,NT,defendant-count,person,0,observed,0,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C20,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Not stated,Northern Territory
2022-06-30,2021-06-30,CHAR_10_14_YEARS,GROUP_NON_CUSTODIAL_ORDERS,2021-06-30,NOT_STATED,QLD,defendant-count,person,8,observed,8,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 14,R69C8,sha256:c6d1cdc44d0561a9460c8859280f0d4667f3d11c04d4b3da19d4cbac05e65533,criminal-courts-australia,sha256:b48fc6eff41be4ca82afa5b31ee18df98571590579147ebcaa7a1498631e8fcd,tidy.table-family-acceptance/v1,sha256:a4a6eecfafc57327cca5f181f64ade35201bc16d5dc507516ad92df94e179c49,sha256:3d8b29a9f26cd339218d461acd57a6d86634bec398c2f89852a3cf25309d89e5,sha256:0ea9ef850510ef7f21554164653e313e266d3883e0c7b5a332cbe6fd3f526e01,human-authored/deterministic-map-v1,replay:sha256:90198f933e972917fada10f3bf7dc3451e154003bc832c1eeabcccf3875afef5,10–14 years,Non-custodial orders,2020–21,Not stated,Queensland
