reference_date,observation_period_id,most_serious_offence_id,statistic_basis_id,sex_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_observation_period,raw_most_serious_offence,raw_statistic_basis,raw_sex
2021-06-30,2021_1bea20e1,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,VALUE_bbf3f11c,MALES_66d5f994,published-value,published-unit,9,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C3,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,01 Homicide and related offences,%,MALES
2021-06-30,2021_1bea20e1,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,VALUE_bbf3f11c,PERSONS_4d6dccab,published-value,published-unit,9.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C3,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,01 Homicide and related offences,%,PERSONS
2021-06-30,2021_1bea20e1,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,NO_38306492,FEMALES_29864773,published-value,published-unit,298,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C4,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,02 Acts intended to cause injury,no.,FEMALES
2021-06-30,2021_1bea20e1,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,NO_38306492,MALES_66d5f994,published-value,published-unit,5064,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C4,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,02 Acts intended to cause injury,no.,MALES
2021-06-30,2021_1bea20e1,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,NO_38306492,PERSONS_4d6dccab,published-value,published-unit,5363,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C4,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,02 Acts intended to cause injury,no.,PERSONS
2021-06-30,2021_1bea20e1,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,VALUE_bbf3f11c,FEMALES_29864773,published-value,published-unit,15.8,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C5,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,02 Acts intended to cause injury,%,FEMALES
2021-06-30,2021_1bea20e1,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,VALUE_bbf3f11c,MALES_66d5f994,published-value,published-unit,19.6,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C5,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,02 Acts intended to cause injury,%,MALES
2021-06-30,2021_1bea20e1,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,VALUE_bbf3f11c,PERSONS_4d6dccab,published-value,published-unit,19.4,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C5,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,02 Acts intended to cause injury,%,PERSONS
2021-06-30,2021_1bea20e1,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NO_38306492,FEMALES_29864773,published-value,published-unit,61,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C6,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,03 Sexual assault and related offences,no.,FEMALES
2021-06-30,2021_1bea20e1,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NO_38306492,MALES_66d5f994,published-value,published-unit,4460,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C6,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,03 Sexual assault and related offences,no.,MALES
2021-06-30,2021_1bea20e1,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NO_38306492,PERSONS_4d6dccab,published-value,published-unit,4523,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C6,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,03 Sexual assault and related offences,no.,PERSONS
2021-06-30,2021_1bea20e1,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,VALUE_bbf3f11c,FEMALES_29864773,published-value,published-unit,3.2,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C7,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,03 Sexual assault and related offences,%,FEMALES
2021-06-30,2021_1bea20e1,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,VALUE_bbf3f11c,MALES_66d5f994,published-value,published-unit,17.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C7,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,03 Sexual assault and related offences,%,MALES
2021-06-30,2021_1bea20e1,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,VALUE_bbf3f11c,PERSONS_4d6dccab,published-value,published-unit,16.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C7,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,03 Sexual assault and related offences,%,PERSONS
2021-06-30,2021_1bea20e1,04_DANGEROUS_NEGLIGENT_ACTS_e20f5885,NO_38306492,FEMALES_29864773,published-value,published-unit,82,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C8,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,04 Dangerous/ negligent acts,no.,FEMALES
2021-06-30,2021_1bea20e1,04_DANGEROUS_NEGLIGENT_ACTS_e20f5885,NO_38306492,MALES_66d5f994,published-value,published-unit,959,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C8,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,04 Dangerous/ negligent acts,no.,MALES
2021-06-30,2021_1bea20e1,04_DANGEROUS_NEGLIGENT_ACTS_e20f5885,NO_38306492,PERSONS_4d6dccab,published-value,published-unit,1037,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C8,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,04 Dangerous/ negligent acts,no.,PERSONS
2021-06-30,2021_1bea20e1,04_DANGEROUS_NEGLIGENT_ACTS_e20f5885,VALUE_bbf3f11c,FEMALES_29864773,published-value,published-unit,4.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C9,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,04 Dangerous/ negligent acts,%,FEMALES
2021-06-30,2021_1bea20e1,04_DANGEROUS_NEGLIGENT_ACTS_e20f5885,VALUE_bbf3f11c,MALES_66d5f994,published-value,published-unit,3.7,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C9,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,04 Dangerous/ negligent acts,%,MALES
2021-06-30,2021_1bea20e1,04_DANGEROUS_NEGLIGENT_ACTS_e20f5885,VALUE_bbf3f11c,PERSONS_4d6dccab,published-value,published-unit,3.7,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C9,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,04 Dangerous/ negligent acts,%,PERSONS
2021-06-30,2021_1bea20e1,05_ABDUCTION_HARASSMENT_cc01aad8,NO_38306492,FEMALES_29864773,published-value,published-unit,16,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C10,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,05 Abduction/ harassment,no.,FEMALES
2021-06-30,2021_1bea20e1,05_ABDUCTION_HARASSMENT_cc01aad8,NO_38306492,MALES_66d5f994,published-value,published-unit,284,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C10,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,05 Abduction/ harassment,no.,MALES
2021-06-30,2021_1bea20e1,05_ABDUCTION_HARASSMENT_cc01aad8,NO_38306492,PERSONS_4d6dccab,published-value,published-unit,302,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C10,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,05 Abduction/ harassment,no.,PERSONS
2021-06-30,2021_1bea20e1,05_ABDUCTION_HARASSMENT_cc01aad8,VALUE_bbf3f11c,FEMALES_29864773,published-value,published-unit,0.8,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C11,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,05 Abduction/ harassment,%,FEMALES
2021-06-30,2021_1bea20e1,05_ABDUCTION_HARASSMENT_cc01aad8,VALUE_bbf3f11c,MALES_66d5f994,published-value,published-unit,1.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R18C11,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,05 Abduction/ harassment,%,MALES
2021-06-30,2021_1bea20e1,05_ABDUCTION_HARASSMENT_cc01aad8,VALUE_bbf3f11c,PERSONS_4d6dccab,published-value,published-unit,1.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R42C11,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,05 Abduction/ harassment,%,PERSONS
2021-06-30,2021_1bea20e1,06_ROBBERY_EXTORTION_5edb0492,NO_38306492,FEMALES_29864773,published-value,published-unit,132,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_10,R30C12,sha256:d3620e111a554662bfac2dca8fa4790342a3b94a3b513e1e35b82d6b0b888cf0,prisoners-in-australia,sha256:2bfe427ef740042677390a46611784fcf36f47c773bd3a9640ce90841ddd2dda,tidy.table-family-acceptance/v2,sha256:2d6208d3a3c011fb035e3923a7667e6793a6b25bb7d7fe198b66ba7c2d1a9f2f,sha256:4c0ab16012e3e9b36f3562ddb7b398b785f44530e54aa97f5ad2ec09d24f4068,sha256:2c30dcd919ee7a3590b80db18a7001fc9974dde9881691b25d417cc844bd7c8b,human-authored/deterministic-geometry-v1,replay:sha256:4d831dfef3bd317fc60181f071c55e6e2bb4f884cd6c9ddc3ef8ce0dfecb4022,2021,06 Robbery/ extortion,no.,FEMALES
