publication_vintage_date,reference_date,principal_offence_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2013_14_4115b20a,NUMBER_a081e07b,published-value,published-unit,28,observed,28,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C7,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2013–14,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2013_14_4115b20a,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C21,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2013–14,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2014_15_392dc544,NUMBER_a081e07b,published-value,published-unit,30,observed,30,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C8,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2014–15,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2014_15_392dc544,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C22,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2014–15,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2015_16_ecc4ae2a,NUMBER_a081e07b,published-value,published-unit,16,observed,16,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C9,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2015–16,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2015_16_ecc4ae2a,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C23,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2015–16,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2016_17_14c8c17c,NUMBER_a081e07b,published-value,published-unit,18,observed,18,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C10,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2016–17,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2016_17_14c8c17c,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C24,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2016–17,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2017_18_e0619229,NUMBER_a081e07b,published-value,published-unit,13,observed,13,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C11,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2017–18,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2017_18_e0619229,PROPORTION_13745b70,published-value,published-unit,0.1,observed,0.1,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C25,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2017–18,Proportion (%)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2018_19_3fe15a03,NUMBER_a081e07b,published-value,published-unit,14,observed,14,sha256:e62c23e9b7d18328fd8ee5df896b49ee47224e750bc76a6adf1e5610b23a27aa,Table 32,R7C12,sha256:9d5d2faab3a18d562d9e51cf9d16157bf49db3b7c0ddfb47078a84e9ca167747,RecipeV01,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,sha256:cdae68130e877df68c4fee410fbe9b5f15147b1773af1381c450766d661bcb53,recorded-crime-offenders,sha256:60e04468a8bf8797d783bb38bf144ffa8f7bfc23601de37d9aa2e63164aab845,tidy.table-family-acceptance/v2,sha256:1c548e1d36a90564677b09ad6ea7880f13393b6b186a86ba0d777387e7a0ed6c,sha256:b1ef67bf7241b7d80a24fa74fb8f69207dd25ee279dea12b22802c484dc009e9,sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:64ee24affeb38c5870c5134bc404c9b6b33dd417d0f4cd11e06cc788f3be84de,01 Homicide and related offences,2018–19,Number
