publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,jurisdiction_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_jurisdiction,raw_observation_period,raw_statistic_basis
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,QUEENSLAND_8f0791ed,2020_21_1ec8ed0a,PROPORTION_13745b70,published-value,published-unit,7.2,observed,7.2,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R65C6,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Queensland,2020-21,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,QUEENSLAND_8f0791ed,2021_22_98fc83da,NUMBER_a081e07b,published-value,published-unit,153,observed,153,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R65C4,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Queensland,2021-22,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,QUEENSLAND_8f0791ed,2021_22_98fc83da,PROPORTION_13745b70,published-value,published-unit,9.7,observed,9.7,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R65C7,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Queensland,2021-22,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,SOUTH_AUSTRALIA_0abd141a,2019_20_b5ba4945,NUMBER_a081e07b,published-value,published-unit,89,observed,89,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R91C2,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,South Australia,2019-20,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,SOUTH_AUSTRALIA_0abd141a,2019_20_b5ba4945,PROPORTION_13745b70,published-value,published-unit,12.4,observed,12.4,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R91C5,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,South Australia,2019-20,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,SOUTH_AUSTRALIA_0abd141a,2020_21_1ec8ed0a,NUMBER_a081e07b,published-value,published-unit,86,observed,86,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R91C3,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,South Australia,2020-21,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,SOUTH_AUSTRALIA_0abd141a,2020_21_1ec8ed0a,PROPORTION_13745b70,published-value,published-unit,4.1,observed,4.1,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R91C6,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,South Australia,2020-21,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,SOUTH_AUSTRALIA_0abd141a,2021_22_98fc83da,NUMBER_a081e07b,published-value,published-unit,195,observed,195,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R91C4,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,South Australia,2021-22,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,SOUTH_AUSTRALIA_0abd141a,2021_22_98fc83da,PROPORTION_13745b70,published-value,published-unit,11.1,observed,11.1,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R91C7,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,South Australia,2021-22,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,TASMANIA_412e51e6,2019_20_b5ba4945,NUMBER_a081e07b,published-value,published-unit,54,observed,54,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R143C2,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Tasmania,2019-20,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,TASMANIA_412e51e6,2019_20_b5ba4945,PROPORTION_13745b70,published-value,published-unit,22,observed,22,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R143C5,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Tasmania,2019-20,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,TASMANIA_412e51e6,2020_21_1ec8ed0a,NUMBER_a081e07b,published-value,published-unit,10,observed,10,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R143C3,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Tasmania,2020-21,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,TASMANIA_412e51e6,2020_21_1ec8ed0a,PROPORTION_13745b70,published-value,published-unit,8.8,observed,8.8,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R143C6,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Tasmania,2020-21,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,TASMANIA_412e51e6,2021_22_98fc83da,NUMBER_a081e07b,published-value,published-unit,17,observed,17,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R143C4,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Tasmania,2021-22,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,TASMANIA_412e51e6,2021_22_98fc83da,PROPORTION_13745b70,published-value,published-unit,7.8,observed,7.8,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R143C7,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Tasmania,2021-22,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,VICTORIA_8abba993,2019_20_b5ba4945,NUMBER_a081e07b,published-value,published-unit,973,observed,973,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R39C2,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Victoria,2019-20,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,VICTORIA_8abba993,2019_20_b5ba4945,PROPORTION_13745b70,published-value,published-unit,17.8,observed,17.8,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R39C5,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Victoria,2019-20,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,VICTORIA_8abba993,2020_21_1ec8ed0a,NUMBER_a081e07b,published-value,published-unit,3013,observed,3013,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R39C3,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Victoria,2020-21,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,VICTORIA_8abba993,2020_21_1ec8ed0a,PROPORTION_13745b70,published-value,published-unit,13,observed,13,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R39C6,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Victoria,2020-21,Proportion (%)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,VICTORIA_8abba993,2021_22_98fc83da,NUMBER_a081e07b,published-value,published-unit,2376,observed,2376,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R39C4,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Victoria,2021-22,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,VICTORIA_8abba993,2021_22_98fc83da,PROPORTION_13745b70,published-value,published-unit,14.5,observed,14.5,sha256:005dbd4e167303d479a4de43ffa7eb91f3db31103b0430622fdc467c2a66d1c1,Table 2,R39C7,sha256:f35e12e03962da1d2daa53da3dfe8c78a1a9adceb7baacb96c2e865700657f97,TargetScopedRecipeV02,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,sha256:ab9ba471078ab42f2e75696a8b8769ac19404b1c665288834178b4575ce33849,recorded-crime-offenders,sha256:243cbf9fca91ba248ed7a2abb709f9b3d101f213e5e1818b739dafb13c0881d4,tidy.table-family-acceptance/v2,sha256:e331f98cdf561645a403a2ab02cfad14b506492a12253b03fcbe7e7b25c33fdc,sha256:94aa6c0ec5aa0d8c909c93985c1cb3d1ec5ee053baf8990734042cd85745fbe2,sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:b55492506b3971d1efabe43644648c42fc8392a269cae65a3a2f8707b40e9fc8,10–19 years,Age,Victoria,2021-22,Proportion (%)
