publication_vintage_date,reference_date,principal_offence_id,method_of_finalisation_id,jurisdiction_id,observation_period_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_finalisation,raw_jurisdiction,raw_observation_period,raw_classification_context
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R7C5,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,012 Attempted murder,Transfer to other court levels,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_WITHDRAWN_BY_PROSECUTION,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R7C6,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,012 Attempted murder,Withdrawn by prosecution,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_ACQUITTED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R8C2,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,013 Manslaughter and driving causing death,Acquitted,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_GUILTY_OUTCOME,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R8C3,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,013 Manslaughter and driving causing death,Guilty outcome,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_TOTAL,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,5,observed,5,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R8C7,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,013 Manslaughter and driving causing death,Total(b),"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_TOTAL_ADJUDICATED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,4,observed,4,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R8C4,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,013 Manslaughter and driving causing death,"Total
adjudicated(a)","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,4,observed,4,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R8C5,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,013 Manslaughter and driving causing death,Transfer to other court levels,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_WITHDRAWN_BY_PROSECUTION,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R8C6,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,013 Manslaughter and driving causing death,Withdrawn by prosecution,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_ACQUITTED,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R5C2,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,01 Homicide and related offences,Acquitted,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_GUILTY_OUTCOME,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,4,observed,4,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R5C3,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,01 Homicide and related offences,Guilty outcome,"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_TOTAL,ACT,2024-06-30,ANZSOC_2011,defendant-count,person,15,observed,15,sha256:8fa12098948cee2705a6a4e4306741e9c214beb63262f72e94db3b01c11f787e,Table 59,R5C7,sha256:83a87817f931f143fa525a85e3048536e3843fc09d8f77fe92d1bf3f4cfdeee3,criminal-courts-australia,sha256:fb66a73d87accf13bbee66f13d16a08c6c4cc0d34c1077b086452a30770d72f9,tidy.table-family-acceptance/v2,sha256:ae7e314ba5623d0c3d16fd9e24e00c72a2340c45d812b685c9dffd6770e0dc6e,sha256:7913d5e621534d3673dbe4f127a18809cd91a158c17c1ff374f5b9e664d6fe24,sha256:fe457ca00f66063f9af54535cb031623fb9274c2db8536f5674e776686fbb24f,human-authored/deterministic-map-v1,replay:sha256:8fa38eb1aaf60fc97eba8ad956998a4a8e9f8a3c89bc4e5e216c0952c632f991,01 Homicide and related offences,Total(b),"Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24","Table 59 Defendants finalised, Principal offence by method of finalisation – Australian Capital Territory, 2023–24"
