publication_vintage_date,reference_date,principal_offence_id,method_of_finalisation_id,jurisdiction_id,observation_period_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_finalisation,raw_jurisdiction,raw_observation_period,raw_classification_context
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,17,observed,17,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R7C5,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,012 Attempted murder,Transfer to other court levels,"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_WITHDRAWN_BY_PROSECUTION,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,3,observed,3,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R7C6,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,012 Attempted murder,Withdrawn by prosecution,"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_ACQUITTED,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,3,observed,3,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R8C2,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,013 Manslaughter and driving causing death,Acquitted,"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_GUILTY_OUTCOME,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,82,observed,82,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R8C3,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,013 Manslaughter and driving causing death,Guilty outcome,"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_TOTAL,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,156,observed,156,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R8C7,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,013 Manslaughter and driving causing death,Total(b),"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_TOTAL_ADJUDICATED,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,89,observed,89,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R8C4,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,013 Manslaughter and driving causing death,"Total
adjudicated(a)","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,53,observed,53,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R8C5,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,013 Manslaughter and driving causing death,Transfer to other court levels,"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_013_MANSLAUGHTER_AND_DRIVING_CAUSING_DEATH,METHOD_WITHDRAWN_BY_PROSECUTION,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,14,observed,14,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R8C6,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,013 Manslaughter and driving causing death,Withdrawn by prosecution,"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_ACQUITTED,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,23,observed,23,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R5C2,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,01 Homicide and related offences,Acquitted,"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_GUILTY_OUTCOME,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,130,observed,130,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R5C3,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,01 Homicide and related offences,Guilty outcome,"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_TOTAL,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,294,observed,294,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R5C7,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,01 Homicide and related offences,Total(b),"Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
2024-06-30,2024-06-30,OFFENCE_01_HOMICIDE_AND_RELATED_OFFENCES,METHOD_TOTAL_ADJUDICATED,NSW,2024-06-30,ANZSOC_2011,defendant-count,person,153,observed,153,sha256:7760296f9a5be0cf60b804761d1dc16f0be8b8998502c20a043cb987e07891d5,Table 17,R5C4,sha256:adffee20e677354ce4afd87ed3a6951503c4a8874789b34269240b551b5a5af1,criminal-courts-australia,sha256:975c33ec88f397c7388edd2f6148908a74d1ee4fd1c900ca85067f777a78c4a3,tidy.table-family-acceptance/v1,sha256:2e11d3312eda6f7c0ed27b920f35834779d93d2235a42c9e9a6df9066d0e55f6,sha256:6b9ae13ef5448ed2485aec2f674d0a19403bf4782dbd28973d8fe15b49e03716,sha256:7389ca6c1006984e3e4dfbfabbdfc06082c616778400851b6532df764fd7d6ba,human-authored/deterministic-map-v1,replay:sha256:ad949a9fbddbd58f6df631cfa0adb5e09f50d50369d8eca68b958b4315be1136,01 Homicide and related offences,"Total
adjudicated(a)","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24","Table 17 Defendants finalised, Principal offence by method of finalisation – New South Wales, 2023–24"
