reference_date,observation_period_id,jurisdiction_id,characteristic_category_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_observation_period,raw_jurisdiction,raw_characteristic_category
2021-06-30,2018_152e69cf,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,MALE_9050711d,published-value,published-unit,,suppressed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R96C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,AUSTRALIAN CAPITAL TERRITORY,Male
2021-06-30,2018_152e69cf,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,,suppressed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R100C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,AUSTRALIAN CAPITAL TERRITORY,Mean age (years)
2021-06-30,2018_152e69cf,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,,suppressed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R101C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,AUSTRALIAN CAPITAL TERRITORY,Median age (years)
2021-06-30,2018_152e69cf,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NON_INDIGENOUS_2f231fea,published-value,published-unit,,suppressed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R105C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,AUSTRALIAN CAPITAL TERRITORY,Non-Indigenous
2021-06-30,2018_152e69cf,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,TOTAL_PAROLEES_2d9e5d9a,published-value,published-unit,3,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R93C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,AUSTRALIAN CAPITAL TERRITORY,Total parolees
2021-06-30,2018_152e69cf,NEW_SOUTH_WALES_92f089b8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,4,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R20C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NEW SOUTH WALES,Aboriginal and Torres Strait Islander
2021-06-30,2018_152e69cf,NEW_SOUTH_WALES_92f089b8,FEMALE_cf112cb6,published-value,published-unit,23,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R13C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NEW SOUTH WALES,Female
2021-06-30,2018_152e69cf,NEW_SOUTH_WALES_92f089b8,MALE_9050711d,published-value,published-unit,122,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R12C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NEW SOUTH WALES,Male
2021-06-30,2018_152e69cf,NEW_SOUTH_WALES_92f089b8,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,46.8,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R16C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NEW SOUTH WALES,Mean age (years)
2021-06-30,2018_152e69cf,NEW_SOUTH_WALES_92f089b8,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,44.8,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R17C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NEW SOUTH WALES,Median age (years)
2021-06-30,2018_152e69cf,NEW_SOUTH_WALES_92f089b8,NON_INDIGENOUS_2f231fea,published-value,published-unit,141,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R21C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NEW SOUTH WALES,Non-Indigenous
2021-06-30,2018_152e69cf,NEW_SOUTH_WALES_92f089b8,TOTAL_PAROLEES_2d9e5d9a,published-value,published-unit,148,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R9C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NEW SOUTH WALES,Total parolees
2021-06-30,2018_152e69cf,NORTHERN_TERRITORY_a1d418fe,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,0,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R90C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NORTHERN TERRITORY,Aboriginal and Torres Strait Islander
2021-06-30,2018_152e69cf,NORTHERN_TERRITORY_a1d418fe,FEMALE_cf112cb6,published-value,published-unit,0,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R83C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NORTHERN TERRITORY,Female
2021-06-30,2018_152e69cf,NORTHERN_TERRITORY_a1d418fe,MALE_9050711d,published-value,published-unit,0,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R82C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NORTHERN TERRITORY,Male
2021-06-30,2018_152e69cf,NORTHERN_TERRITORY_a1d418fe,NON_INDIGENOUS_2f231fea,published-value,published-unit,0,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R91C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NORTHERN TERRITORY,Non-Indigenous
2021-06-30,2018_152e69cf,NORTHERN_TERRITORY_a1d418fe,TOTAL_PAROLEES_2d9e5d9a,published-value,published-unit,0,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R79C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,NORTHERN TERRITORY,Total parolees
2021-06-30,2018_152e69cf,QUEENSLAND_8f0791ed,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,0,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R34C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,QUEENSLAND,Aboriginal and Torres Strait Islander
2021-06-30,2018_152e69cf,QUEENSLAND_8f0791ed,FEMALE_cf112cb6,published-value,published-unit,9,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R27C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,QUEENSLAND,Female
2021-06-30,2018_152e69cf,QUEENSLAND_8f0791ed,MALE_9050711d,published-value,published-unit,25,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R26C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,QUEENSLAND,Male
2021-06-30,2018_152e69cf,QUEENSLAND_8f0791ed,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,49.2,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R30C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,QUEENSLAND,Mean age (years)
2021-06-30,2018_152e69cf,QUEENSLAND_8f0791ed,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,50.7,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R31C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,QUEENSLAND,Median age (years)
2021-06-30,2018_152e69cf,QUEENSLAND_8f0791ed,NON_INDIGENOUS_2f231fea,published-value,published-unit,36,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R35C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,QUEENSLAND,Non-Indigenous
2021-06-30,2018_152e69cf,QUEENSLAND_8f0791ed,TOTAL_PAROLEES_2d9e5d9a,published-value,published-unit,34,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R23C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,QUEENSLAND,Total parolees
2021-06-30,2018_152e69cf,SOUTH_AUSTRALIA_0abd141a,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,0,observed,sha256:93258fdf5a2a5180c724ee5ae3d977bc456acb665895f444f16cd3521e7af4cb,Table_39,R48C9,sha256:50d0edc1d5daaa08fe4fe705234743e5c44e79a500858d849549567ef88f33d0,prisoners-in-australia,sha256:73a895a69106fac28e0f29c303e94e60e8fc493de45637f1250de949dd5b8bd6,tidy.table-family-acceptance/v2,sha256:26fc28345e80681b66f6c2b9db4b5842a182f1337872caa2d306f17f30dd3df9,sha256:e88bc995cf8b2c1b840a94cb929abf1768fb2a3234201665e322bd4f8011010d,sha256:49123423f6b7fe38fcb80c40c87806a39481b5ef604612ea3f922fdf497a247c,human-authored/deterministic-geometry-v1,replay:sha256:95f10d6f02fd24f382554d66ce11043207cf7bb2fd25841004521ff700d84e04,2018,SOUTH AUSTRALIA,Aboriginal and Torres Strait Islander
