publication_vintage_date,reference_date,principal_offence_id,observation_period_id,sex_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_sex,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,111,observed,111,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R42C3,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2009–10,Persons(h),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,5.6,observed,5.6,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R42C17,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2009–10,Persons(h),Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2010_11_bcb455ae,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,25,observed,25,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R25C4,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2010–11,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2010_11_bcb455ae,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,2.5,observed,2.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R25C18,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2010–11,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2010_11_bcb455ae,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,96,observed,96,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R8C4,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2010–11,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2010_11_bcb455ae,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,9.5,observed,9.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R8C18,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2010–11,Males,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2010_11_bcb455ae,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,121,observed,121,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R42C4,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2010–11,Persons(h),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2010_11_bcb455ae,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,6,observed,6,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R42C18,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2010–11,Persons(h),Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2011_12_dd65d86c,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,11,observed,11,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R25C5,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2011–12,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2011_12_dd65d86c,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,1.1,observed,1.1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R25C19,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2011–12,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2011_12_dd65d86c,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,72,observed,72,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 11,R8C5,sha256:1bb2dfaa4ca6ddbb45246f2ba578f8f7435c86e196a658d1f51e77242905efb0,RecipeV01,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,sha256:02bd2b29584a2e172fc943ad2603131cbba7c254a2ebac9d5422ca084d8531f4,recorded-crime-offenders,sha256:10c545c91bf7dd7ba3fbb20fd654feb1a02ada56979de09d93dcc5f0e112cab3,tidy.table-family-acceptance/v2,sha256:5df1fa006394214c6a5be49f4c94047b76ac49550a3bb58da344ae7e4c4f63c8,sha256:e375cd4a24cd55cdfaaf9b94a2169c734bb858e8228c35ae8af103f4c27d2ce5,sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:c3f92496241db35c7c533e234d680e501b53171cc1b9ee5509c7f6076ac6fdbf,01 Homicide and related offences,2011–12,Males,Number
