reference_date,most_serious_offence_id,indigenous_status_id,expected_time_to_serve_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_offence,raw_indigenous_status,raw_expected_time_to_serve
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,3_UNDER_6_MONTHS_87c804fe,published-value,published-unit,101,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C3,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,3 & under 6 months
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,5_UNDER_10_YEARS_febfe63e,published-value,published-unit,17,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C7,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,5 & under 10 years
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,6_UNDER_12_MONTHS_3db9707f,published-value,published-unit,122,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C4,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,6 & under 12 months
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,LIFE_0c23e313,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C11,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,Life
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,MEAN_YEARS_6cb1f395,published-value,published-unit,1.4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C15,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,Mean (years)
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,MEDIAN_YEARS_51edc4af,published-value,published-unit,0.8,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C16,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,Median (years)
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,OTHER_1c55d9b8,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C12,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,Other
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,TOTAL_1d7c16e5,published-value,published-unit,2.8,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C14,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,Total (%)
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,TOTAL_ab2882c8,published-value,published-unit,487,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C13,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,Total
2022-06-30,08_THEFT_eba67dd5,NON_INDIGENOUS_2f231fea,UNDER_3_MONTHS_51315264,published-value,published-unit,46,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R32C2,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,NON-INDIGENOUS,Under 3 months
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,10_UNDER_15_YEARS_c3f4adc6,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C8,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,10 & under 15 years
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,15_UNDER_20_YEARS_52a374dc,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C9,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,15 & under 20 years
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,1_UNDER_2_YEARS_ada57682,published-value,published-unit,137,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C5,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,1 & under 2 years
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,20_YEARS_OVER_d9ed9a94,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C10,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,20 years & over
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,2_UNDER_5_YEARS_c6777906,published-value,published-unit,113,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C6,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,2 & under 5 years
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,3_UNDER_6_MONTHS_87c804fe,published-value,published-unit,177,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C3,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,3 & under 6 months
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,5_UNDER_10_YEARS_febfe63e,published-value,published-unit,22,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C7,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,5 & under 10 years
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,6_UNDER_12_MONTHS_3db9707f,published-value,published-unit,192,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C4,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,6 & under 12 months
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,LIFE_0c23e313,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C11,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,Life
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,MEAN_YEARS_6cb1f395,published-value,published-unit,1.3,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C15,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,Mean (years)
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,MEDIAN_YEARS_51edc4af,published-value,published-unit,0.7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C16,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,Median (years)
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,OTHER_1c55d9b8,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C12,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,Other
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,TOTAL_1d7c16e5,published-value,published-unit,2.8,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C14,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,Total (%)
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,TOTAL_ab2882c8,published-value,published-unit,719,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C13,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,Total
2022-06-30,08_THEFT_eba67dd5,TOTAL_ab2882c8,UNDER_3_MONTHS_51315264,published-value,published-unit,67,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R50C2,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,08 Theft,TOTAL,Under 3 months
2022-06-30,09_FRAUD_DECEPTION_82cf4169,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,10_UNDER_15_YEARS_c3f4adc6,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R15C8,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,09 Fraud/deception,ABORIGINAL AND TORRES STRAIT ISLANDER,10 & under 15 years
2022-06-30,09_FRAUD_DECEPTION_82cf4169,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,15_UNDER_20_YEARS_52a374dc,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R15C9,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,09 Fraud/deception,ABORIGINAL AND TORRES STRAIT ISLANDER,15 & under 20 years
2022-06-30,09_FRAUD_DECEPTION_82cf4169,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,1_UNDER_2_YEARS_ada57682,published-value,published-unit,7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_12,R15C5,sha256:a815baa7b1a4fa540f2033c4657b73af2ec8ca92fc1e1a2be860b72f609a1d61,prisoners-in-australia,sha256:444b5b36fbbcf8496663f48fe601ff0b6c2cea8fb3e949c4472196d3f21769d4,tidy.table-family-acceptance/v2,sha256:9da10e6d2ce737bba7ac279ff246973a88be6c0390a318eeb6d94f88a1a0158e,sha256:411ff4cdc7df955c306b29a269f3550c0d02f86c9afb6e4c2843e1a56b17a9b1,sha256:143d793cf9692e0056f796a69b161809eed8a0f8b24d880c09cff7a8c2a28ec6,human-authored/deterministic-geometry-v1,replay:sha256:6afeba546c0d8e3dde8f52291f80d01520b7ec045266760f1963a7f8b151f419,09 Fraud/deception,ABORIGINAL AND TORRES STRAIT ISLANDER,1 & under 2 years
