publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,sex_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_sex,raw_jurisdiction,raw_statistic_basis
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,FEMALES_29864773,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,14,observed,14,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R56C3,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Females,South Australia,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,FEMALES_29864773,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,13.7,observed,13.7,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R56C6,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Females,South Australia,Offender rate(b)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,FEMALES_29864773,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,3,observed,3,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R86C3,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Females,Tasmania(f),Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,FEMALES_29864773,TASMANIA_412e51e6,OFFENDER_RATE_bf190e83,published-value,published-unit,9.5,observed,9.5,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R86C6,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Females,Tasmania(f),Offender rate(b)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,FEMALES_29864773,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,129,observed,129,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R26C3,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Females,Victoria,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,FEMALES_29864773,VICTORIA_8abba993,OFFENDER_RATE_bf190e83,published-value,published-unit,34.4,observed,34.4,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R26C6,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Females,Victoria,Offender rate(b)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,FEMALES_29864773,WESTERN_AUSTRALIA_74f6e5af,NUMBER_a081e07b,published-value,published-unit,41,observed,41,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R73C3,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Females,Western Australia,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,FEMALES_29864773,WESTERN_AUSTRALIA_74f6e5af,OFFENDER_RATE_bf190e83,published-value,published-unit,24.8,observed,24.8,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R73C6,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Females,Western Australia,Offender rate(b)
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,MALES_66d5f994,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,4,observed,4,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R116C2,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Males,Australian Capital Territory,Number
2022-06-30,2022-06-30,10_19_YEARS_76bd9fd0,AGE_ab864bbd,MALES_66d5f994,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,OFFENDER_RATE_bf190e83,published-value,published-unit,14.6,observed,14.6,sha256:4b804c75ca8d586ea9607a6bfd676b40a1f83d8b557bbee07155faefda958228,Table 11,R116C5,sha256:e6d9b70ba628cb543169b2a0a8ab5765ff8ba10621ec628adf0f8efdfce9082d,TargetScopedRecipeV02,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,sha256:ca236543dc9cdca0f7db97a919ee4c1eb846c5505b37b837ba6401051fa1063f,recorded-crime-offenders,sha256:f0328988f3400f91005f2d61dd837bb067accc38616cfb8e410b9a8b53b08c5f,tidy.table-family-acceptance/v2,sha256:bf42bda9872903ac6bc9e47524915f0bf9552627ce911321ee2c08fd5889807a,sha256:41f153a10c5c5085f65e5a38ad8f51b0e10ba5d3252741a669153925f799de75,sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:bf6f40ff39c7a5c9f62f31d7f284bd8db919b7a5dbb10043da0e6fcf485e278b,10–19 years,Age,Males,Australian Capital Territory,Offender rate(b)
