publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,court_level_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_court_level,raw_jurisdiction
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,AUS,defendant-count,person,23,observed,23,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C8,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),10 years & over(a),"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,AUS,defendant-count,person,8,observed,8,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C3,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),1 to under 2 years,"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_2_TO_UNDER_3_YEARS,HIGHER_COURTS,AUS,defendant-count,person,15,observed,15,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C4,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),2 to under 3 years,"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_3_TO_UNDER_4_YEARS,HIGHER_COURTS,AUS,defendant-count,person,19,observed,19,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C5,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),3 to under 4 years,"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_4_TO_UNDER_5_YEARS,HIGHER_COURTS,AUS,defendant-count,person,13,observed,13,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C6,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),4 to under 5 years,"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_5_TO_UNDER_10_YEARS,HIGHER_COURTS,AUS,defendant-count,person,99,observed,99,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C7,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),5 to under 10 years,"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_MEAN,HIGHER_COURTS,AUS,sentence-mean-duration,month,79.7,observed,79.7,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C10,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),Mean(c),"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_MEDIAN,HIGHER_COURTS,AUS,sentence-median-duration,month,84,observed,84,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C11,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),Median(c),"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_TOTAL,HIGHER_COURTS,AUS,defendant-count,person,175,observed,175,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C9,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),Total(b),"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_013_MANSLAUGHTER_OR_DRIVING_CAUSING_DEATH,LENGTH_UNDER_1_YEAR,HIGHER_COURTS,AUS,defendant-count,person,3,observed,3,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R10C2,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,013 Manslaughter or driving causing death(d),Under 1 year,"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_01_HOMICIDE,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,ACT,defendant-count,person,0,observed,0,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R140C8,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,01 Homicide,10 years & over(a),"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australian Capital Territory
2025-06-30,2025-06-30,ANZSOC_2023_01_HOMICIDE,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,AUS,defendant-count,person,140,observed,140,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R8C8,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,01 Homicide,10 years & over(a),"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Australia
2025-06-30,2025-06-30,ANZSOC_2023_01_HOMICIDE,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,NSW,defendant-count,person,32,observed,32,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R35C8,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,01 Homicide,10 years & over(a),"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",New South Wales
2025-06-30,2025-06-30,ANZSOC_2023_01_HOMICIDE,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,NT,defendant-count,person,9,observed,9,sha256:fa1e98f3489817397e3a0de43b220f7f91a234577adee89546445b2c87332695,Table 80,R125C8,sha256:42bd123298f444f666e582f6f3356b50b29913412b46f04276f8ec81e9bf5126,criminal-courts-australia,sha256:ed911b6f62e9b0d6a36ad6aaf8ebcf49575650c55abe80b9531f814ceaf2cda1,tidy.table-family-acceptance/v1,sha256:291e8571f9f1cad502e18c54b40746c726bf75749d3c1219067b832895a3fbe1,sha256:aef1f5a2f7887ded1c3a5a592226cd36efb3fec4787d75b5c2c986ccbf0c614c,sha256:20528f608207730760a1ad785d10f7c07ab27855c547f53777a131c03ca8cdee,human-authored/deterministic-map-v1,replay:sha256:c16d94533b0154bcea0065234a033c8075245d1d948a726923f7f45da313b589,01 Homicide(d),10 years & over(a),"This tab contains defendants sentenced to custody in a correctional institution by selected principal offence, state/territory and sentence length – Higher Courts, 2024–25. It ranges from cell A1 to K168.",Northern Territory
